id_recette,url,titre,categorie_principale,sous_categorie,temps_cuisson,temps_total,nombre_personnes,ingredients,instructions,est_laitier,symptomes_contre_indiques,teneur_en_polyphenols
305,https://www.choumicha.ma/recette/1196-langue-de-veau-facon-hrgma-au-ble-et-aux-fruits-secs.html,Langue de veau façon H’rgma au blé et aux fruits secs,Saveurs du maroc,Plats de viandes,3h,4h,8,"1 langue de veau de 1,5 kg | 1 tête d’ail coupée en deux dans le sens de la largeur | 1 oignon | 6 clous de girofle | 6 grains de poivre | 1 bulbe de fenouil coupé en deux | 2 carottes pelées et coupées en deux | 2 navets pelés et coupés en deux | 4 brins de thym | 1 feuille de laurier | 1 branche de céleri | 2,5 l d'eau | Pour la sauce de la langue de veau : | 2 gousses d’ail émincées | 2 c. à soupe d’huile de tournesol | 3 c. à soupe d’huile d’olive | 2 c. à thé de cumin | 2 c. à thé de piment rouge doux | 1 c. à thé de poivre | 1 c. à thé de gingembre | 1 c. à thé de piment fort (facultatif) | 1 c. à thé de cannelle | Sel | 2 à 3 c. à soupe de miel | Pour le blé  : | 350 g de blé précuit | 4 pruneaux dénoyautés et coupés en dés | 4 abricots secs coupés en dés | Pour servir : | 350 g de compote de figues sèches* | 100 g de noix grillées concassées","Préparation | Faire dégorger la langue de veau dans de l’eau avec 1 c. à café de sel pendant 2 heures. | Dans une marmite profonde, déposer la langue de veau et rajouter la tête d’ail, les herbes, le poivre, les clous de girofle et les légumes. | Ajouter l'eau et laisser cuire la langue à feu doux et en écumant la mousse qui se forme à la surface pendant environ 1 heure. Filtrer le bouillon de cuisson et le réserver. | Peler délicatement la langue de veau et la détailler en rondelles de 2 cm d’épaisseur. | Dans une marmite sur feu doux, faire revenir l’ail dans les deux huiles pendant 30 secondes. Disposer dessus les rondelles de langue de veau et rajouter le bouillon de cuisson filtré, les épices et le miel. Continuer la cuisson de la langue de veau à feu doux et en remuant la marmite par les anses de temps à autre. | Rincer le blé, l’égoutter et le placer avec les fruits secs coupés en morceaux dans un sac en mousseline. 15 mn après l’ébullition de la marmite placer le sac de blé dans la sauce. Retirer le sac une fois le blé cuit. | Lorsque les tranches de langue de veau deviennent fondantes et la sauce sirupeuse, retirer la marmite du feu. | Dresser les tranches de langue de veau dans un plat de service préchauffé, les napper de sauce, les garnir de | compote de figues | et les parsemer de noix concassées. Servir le plat chaud accompagné de blé aux fruits secs. | Bon à savoir : | peler la langue de veau et la laisser refroidir complètement avant de la découper pour obtenir des tranches régulières et nettes.",False,1|2|3|4|5|6,2271.51
306,https://www.choumicha.ma/recette/1198-crepes-a-la-compote-de-coings-sauce-au-chocolat-noir.html,"Crêpes à la compote de coings, sauce au chocolat noir",Saveurs du maroc,Plats principaux,0m,0m,4,100 g de farine | 10 g de beurre fondu | 2 oeufs | 2 pincées de sel | 25 cl de lait frais | 2 gouttes d’extrait d‘amandes amères | 10 g de sucre semoule | 250 g de compote de coings*  (Cliquez sur le lien dans la préparation) | Pour servir : | Sauce au chocolat**,"Préparation | Faire fondre le beurre et le laisser tiédir. | Dans un bol, battre les œufs en omelette. | Mélanger la farine avec le sel et les œufs. | Ajouter le lait tiède, l’extrait d’amande et le sucre en mélangeant pour obtenir une pâte homogène. | Laisser reposer la pâte pendant 2 h. | Dans une poêle antiadhésive légèrement beurrée, cuire les crêpes et les réserver. | Farcir les crêpes avec la | compote de coings | et les servir accompagnées de sauce au chocolat. | Bon à savoir : | amener à ébullition 10 cl de lait et 10 cl de crème. Verser le mélange lait/crème bouillant sur 150 g de chocolat noir concassé. Mélanger énergiquement pour obtenir une sauce au chocolat homogène.",True,1|2|3|4|6,648.58
307,https://www.choumicha.ma/recette/1199-sables-fourres-a-la-compote-de-pruneaux.html,Sablés fourrés à la compote de pruneaux,Saveurs du maroc,Plats principaux,0m,0m,8,225 g de beurre | 125 g de sucre glace | 100 g de graines de sésame grillées et moulues | 200 g de farine | ¼ de c. à café de sel | ½ sachet de levure chimique de 7 g | 1 sachet de sucre vanillé | 6 cl de lait | Pour le décor : | 200 g de compote de pruneaux* (Cliquez sur le lien dans la préparation) | 1 c. à soupe de sucre glace,"Préparation | Travailler le beurre et le sucre glace en pommade. | Ajouter la farine tamisée avec le sel, le sucre vanillé, les graines de sésame moulues, la levure chimique et le lait. | Filmer la pâte et la laisser reposer au réfrigérateur pendant 15 mn. | En confectionner des boulettes et les disposer sur une plaque tapissée de papier de cuisson. | Marquer les biscuits à l’aide d’un moule. Faire cuire les biscuits au four préchauffé à 170°C pendant 12 à 13 mn. | Sortir les biscuits du four et les laisser refroidir. | Rassembler les biscuits par 2 en les collant avec la | compote de pruneaux | . | Saupoudrer les biscuits de sucre glace avant de les déguster.",True,1|2|3|6,297.47
308,https://www.choumicha.ma/recette/1200-madeleines-a-la-compote-de-pruneaux.html,Madeleines à la compote de pruneaux,Saveurs du maroc,Plats principaux,0m,0m,6,200 g de farine | Le zeste d’un citron râpé | 1 sachet de levure chimique de 7 g | 2 pincées de bicarbonate de soude | ½ c. à café de sel | 100 g de sucre en poudre | 200 g de beurre | 4 oeufs | Pour garnir : | 100 g de compote de pruneaux (Cliquez sur lien dans la préparation),"Préparation | Faire fondre le beurre et le laisser tiédir. | Mélanger la farine avec le zeste de citron, la levure et le bicarbonate de soude. | Dans un bol, battre les œufs avec le sucre et le sel jusqu’à ce que la préparation double de volume. | Ajouter la farine en pluie et en mélangeant avec une spatule pour obtenir une pâte homogène. | Incorporer le beurre fondu et mélanger. | Répartir la pâte dans des moules à madeleines beurrés et garnir le dessus de | compote de pruneaux | . | Cuire au four préchauffé à 180°C pendant 15 à 20 mn. | Laisser refroidir les madeleines avant de les démouler.",False,1|2|3|6,282.35
309,https://www.choumicha.ma/recette/1192-compote-de-figues-seches-aux-noix.html,Compote de figues sèches aux noix / Compote de pruneaux,Saveurs du maroc,Plats principaux,30m,1h,1,Pour la compote de figues sèches aux noix et à l’huile d’Argan | 350 g de figues sèches | 40 g de sucre semoule | 35 cl d’eau | Le zeste d’un quartier de citron | Pour servir : | 50 g de noix grillées concassées | 1 filet d’huile d’Argan | Pour la compote de pruneaux à l’eau de rose | 400 g de pruneaux | 70 g de sucre semoule | 2 c. à soupe d’eau de rose | Pour servir : | amandes concassées grillées ou graines de sésame grillées,"Préparation | Compote de figues sèches aux noix et à l’huile d’Argan : | Tremper les figues dans de l’eau froide jusqu’à ce qu’elles gonflent. | Egoutter, puis retirer le pédoncule des figues et les détailler en morceaux. | Préparer un sirop léger avec le sucre, l’eau et le zeste de citron. | Placer les figues dans le sirop et les faire compoter à feu très doux pendant 25 à 30 mn. | Retirer la compote du feu et rajouter le filet d’huile d’Argan. | Saupoudrer la compote de figues de noix concassées avant de la servir. | Compote de pruneaux à l’eau de rose : | Réhydrater les pruneaux dans de l’eau tiède. Lorsqu’ils sont bien gonflés, les égoutter, les dénoyauter et les détailler en morceaux. | Déposer les pruneaux dans une casserole sur feu doux, les mouiller à hauteur d’eau et les saupoudrer de sucre. Couvrir et laisser compoter les pruneaux pendant 30 à 40 mn. | Une fois la compote prête, la retirer du feu et la parfumer à l’eau de rose. | Servir la compote de pruneaux garnie d’amandes ou de graines de sésame.",False,1|2|3|5|6,618.31
310,https://www.choumicha.ma/recette/1185-brioche-aux-agrumes.html,Brioche aux agrumes,Saveurs du maroc,Plats principaux,30m,1h,6,400 g de farine | 30 g de sucre semoule | 1/2 c. à café de sel | 4 oeufs | Le zeste d'une orange râpée | Le zeste d'un citron râpé | 10 g de levure fraiche | 5 cl d'eau de fleurs d'oranger | 170 g de beurre | Pour le décor : | 1 jaune d'oeuf | 1 c. à soupe de sucre granulé ou d'amandes concassées,"Préparation | Diluer la levure dans l'eau de fleurs d'oranger. Dans un bol, déposer la farine, le sel, les zestes d'agrumes, le sucre, les oeufs et la levure. | Mélanger les ingrédients et pétrir la pâte obtenue pour la rendre souple et malléable. Continuer à pétrir en rajoutant progressivement le beurre coupé en morceaux. | Couvrir la pâte et la laisser lever dans un endroit tiède jusqu'à ce qu'elle double de volume. Travailler la pâte pour en chasser l'air. | Placer la pâte dans un moule beurré et fariné. Enduire la surface de la pâte de jaune d'oeuf et la décorer de sucre granulé. Laisser lever la pâte dans un endroit tiède. | Cuire la brioche au four préchauffé à 180°C pendant 30 mn environ. Démouler la brioche et la laisser refroidir sur une grille.",False,1|2|3|5|6,526.24
311,https://www.choumicha.ma/recette/1187-madeleines-au-citron.html,Madeleines au citron,Saveurs du maroc,Plats principaux,15m,40m,6,​2 oeufs | 100 g de sucre semoule | 120 g de farine | 1 sachet de levure​ chimique de 7 g | Le zeste d'un citron râpé | 1/2 c. à café de sel | 100 g de beurre fondu,"Préparation | Battre les oeufs avec le sucre et le sel jusqu'à ce que le mélange blanchisse et double de volume. | Ajouter le zeste de citron et la farine tamisée avec la levure tout en mélangeant pour avoir une pâte sans grumeaux. | Incorporer le beurre fondu et mélanger jusqu'à ce que la pâte l'absorbe complètement. Dresser la pâte dans des moules à madeleine puis placer le moule au frais pendant 1 heure pour la raffermir. | Cuire les madeleine au four préchauffé à 190°C pendant 12 à 15 mn. | Démouler les madeleines et les laisser refroidir sur une grille. Servir les madeleines tièdes ou à température ambiante. | Bon à savoir : | lorsque les madeleines sont complètement refroidies, vous pouvez les conserver pendant plusieurs jours dans une boîte hermétique.",False,1|2|3|6,170.22
312,https://www.choumicha.ma/recette/1182-cake-magique.html,Cake magique,Saveurs du maroc,Plats principaux,1h,1h 20m,1,4 jaunes d'oeuf | 125 g de sucre glace | 3 sachets de sucre vanillé | 125 g de beurre fondu | 1 c. à soupe d'eau de fleurs d'oranger | 125 g de farine | 1/2 c. à café de sel | 1/2 l de lait | 4 blancs d'oeuf | Pour le décor : | Sucre en poudre,"Préparation | Dans un bol, mélanger les jaunes d’œuf, le sucre et le sucre vanillé. | Rajouter le beurre fondu et l'eau de fleurs d'oranger puis incorporer la farine tamisée avec le sel en travaillant le mélange pour avoir une pâte épaisse et sans grumeaux. | Rajouter le lait en mélangeant jusqu'à obtention d'une pâte liquide. | Monter les blancs en neige et les incorporer délicatement à la pâte. | Verser la pâte dans un moule tapissé de papier sulfurisée. | Cuire le gâteau au four préchauffé à 160°C pendant 1 heure environ. | Sortir le gâteau du four, le laisser tiédir puis le placer au réfrigérateur jusqu'à ce qu'il soit bien froid. | Démouler le cake dans un plat de service et le saupoudrer de sucre glace.",False,1|2|3|5|6,1465.96
313,https://www.choumicha.ma/recette/651-tajine-de-veau-aux-beignets-de-chou-fleur.html,Tajine de veau aux beignets de chou-fleur,Saveurs du maroc,Tajines,1h,1h 15m,6,"1 kg de veau coupé dans l'épaule | 3 gousses d'ail émincées | 1 tomate épépinée et râpée | 1 petit bouquet de coriandre et de persil | 1 c. à café de piment rouge doux | 1 c. à café de cumin | 1 c. à café de gingembre | 1 c. à café de curcuma | 1/2 c. à café de poivre | 4 c. à soupe d'huile | Sel | Eau | 2 tomates pelées, épépinées et coupées en quatre | Pour les beignets de chou-fleur : | 1 chou-fleur | 1/2 citron | Pour la pâte à beignets : | 1 gousse d'ail émincée | 1 c. à soupe de coriandre émincée | 1/2 c. à café de curcuma | 1 œuf | 10 cl d'eau | 6 c. à soupe de farine | Sel | Un bain d'huile pour la friture","Préparation | Dans une marmite sur feu doux, déposer les morceaux de viande et ajouter les épices, la tomate râpée, l'ail et l'huile. Faire revenir tous les ingrédients pendant 10 mn. | Mouiller la viande à hauteur, rajouter le bouquet d'herbes et laisser mijoter à couvert jusqu'à ce que la viande devienne fondante. | Rajouter les quartiers de tomates dans la marmite et continuer la cuisson à feu doux jusqu'à réduction de la sauce. | Détailler le chou-fleur en petits bouquets et les faire cuire dans de l'eau bouillante salée et citronnée pendant 15 mn environ, les petits bouquets de chou-fleur doivent rester fermes et croquants. Les égoutter et les laisser refroidir. | Préparer une pâte à beignets en mélangeant la farine avec l'œuf, la coriandre, l'ail, le curcuma, le sel et l'eau. Laisser reposer la pâte 15 mn. | Tremper les petits bouquets de chou-fleur dans la pâte à beignets et les frire dans un bain d'huile chaude. Une fois dorés, égoutter les beignets de chou-fleur et les éponger avec du papier absorbant. | Disposer la viande dans un plat préchauffé, la garnir de quartiers de tomates et la napper de sauce. Décorer le plat avec les beignets de chou-fleur et le servir bien chaud. | Bon à savoir : | Les épices utilisées pour la préparation de cette recette peuvent être remplacées par | les épices Bio Dar CHOUMICHA | pour M'Hammer.",False,1|2|3|5|6,24.38
314,https://www.choumicha.ma/recette/809-veloute-de-choux-fleurs-et-croustillants-de-pomme-de-terre.html,Velouté de chou-fleur et croustillants de pomme de terre,Saveurs du maroc,Soupes et hariras,40m,1h,6,"1 oignon émincé | 1 gousse d’ail émincée | 2 c. à soupe d’huile d’olive | 20 g de beurre | 1 c. à soupe de farine | 700 g de choux-fleurs | 1 tomate | 1 petit bouquet de coriandre | 1,5 l de bouillon de poulet | 2 c. à soupe de crème fraîche | 2 pincées de paprika | Sel | Pour servir : | 1 pomme de terre | 1 c. à soupe d’huile d’olive | Sel | Paprika","Préparation | Cuire les choux-fleurs dans de l’eau bouillante salée et les égoutter. | Dans une marmite sur feu doux, faire revenir l’oignon et l’ail dans l’huile d’olive et le beurre pendant 2 mn. | Les saupoudrer de farine et continuer la cuisson en remuant pendant 3 mn. | Ajouter les choux-fleurs cuits et mouiller avec le | bouillon de poulet | . A ébullition, ajouter la coriandre et la tomate. | Baisser le feu et laisser mijoter les légumes pendant 30 mn environ. | Détailler la pomme de terre en dés, les enduire d’huile d’olive, les saler et les saupoudrer de paprika. | Déposer les dés de pomme de terre sur une plaque et les faire dorer au four. | Retirer le bouquet de coriandre, mixer les légumes et les passer au chinois. Ajouter le paprika, la crème et le sel. | Réchauffé le velouté et le servir garni de dés de pomme de terre croustillants.",False,1|2|3|6,125.0
